0.756454	0.113255	-1.000000
-0.033193	-0.079060	1.000000
-0.993138	-0.019591	-1.000000
-0.069316	0.565717	-1.000000
-0.243743	0.392095	1.000000
0.122537	0.645813	-1.000000
0.904597	0.090550	-1.000000
-0.176438	0.839324	-1.000000
-0.207397	-0.228756	1.000000
-0.002381	0.214340	1.000000
0.797709	0.175816	-1.000000
0.002614	0.386493	1.000000
-0.088079	0.250596	1.000000
0.194923	-0.812262	-1.000000
-0.173907	-0.177613	1.000000
0.120032	-0.111899	1.000000
0.292431	0.055385	1.000000
0.587248	-0.489310	-1.000000
-0.883715	0.445437	-1.000000
-0.413540	-0.406139	-1.000000
-0.190964	0.353218	1.000000
-0.229445	-0.439581	1.000000
-0.081116	0.324384	1.000000
-0.199538	-0.179314	1.000000
-0.532653	-0.128631	-1.000000
0.115338	0.722828	-1.000000
-0.249931	-0.037657	1.000000
0.346725	-0.605604	-1.000000
-0.236464	0.317806	1.000000
0.526274	0.592192	-1.000000
-0.052510	-0.064697	1.000000
0.005596	0.007916	1.000000
-0.325497	0.551152	-1.000000
-0.330389	-0.543142	-1.000000
-0.668035	0.223335	-1.000000
-0.027650	0.273189	1.000000
0.412840	0.760811	-1.000000
-0.259333	0.663927	-1.000000
-0.107682	0.302872	1.000000
-0.646420	-0.276844	-1.000000
-0.076668	-0.147023	1.000000
0.064798	-0.615485	-1.000000
-0.673763	0.469395	-1.000000
-0.083534	0.354014	1.000000
-0.643291	0.169581	-1.000000
0.069619	0.197945	1.000000
0.776923	0.448657	-1.000000
0.010005	0.000441	1.000000
-0.435830	-0.177156	1.000000
0.479555	0.482180	-1.000000
0.174679	-0.163174	1.000000
-0.424999	0.045485	1.000000
0.116724	0.266525	1.000000
0.419353	0.280755	-1.000000
-0.213533	0.914922	-1.000000
0.092375	0.881771	-1.000000
-0.175938	-0.188206	1.000000
-0.016559	-0.014233	1.000000
-0.062336	-0.073043	1.000000
-0.009655	0.218830	1.000000
-0.886714	-0.286531	-1.000000
-0.024433	-0.064131	1.000000
-0.082890	-0.091115	1.000000
0.369096	-0.684161	-1.000000
-0.096953	0.407598	1.000000
-0.913223	0.221839	-1.000000
0.227512	0.353993	1.000000
-0.768410	0.262920	-1.000000
-0.006872	0.182657	1.000000
0.029895	-0.100862	1.000000
0.181137	-0.282819	1.000000
0.183836	-0.355573	1.000000
0.053805	0.065167	1.000000
-0.416260	-0.757291	-1.000000
0.362190	0.674014	-1.000000
-0.144373	-0.128469	1.000000
0.048421	-0.260594	1.000000
0.064106	-0.024359	1.000000
-0.316015	-0.091561	1.000000
-0.469516	-0.311460	-1.000000
-0.673492	-0.200171	-1.000000
-0.032807	0.275886	1.000000
-0.695525	-0.497364	-1.000000
0.091136	-0.123832	1.000000
-0.007850	-0.017340	1.000000
0.140292	0.036548	1.000000
-0.549557	0.604032	-1.000000
-0.138034	-0.106300	1.000000
0.183870	-0.328835	1.000000
0.775078	0.552666	-1.000000
-0.125124	0.791513	-1.000000
-0.350779	-0.131285	1.000000
-0.475609	-0.345340	-1.000000
-0.506645	-0.624743	-1.000000
-0.366156	0.834470	-1.000000
-0.696222	0.394023	-1.000000
0.868430	0.474006	-1.000000
-0.245041	-0.239539	1.000000
-0.778837	-0.521249	-1.000000
0.386597	-0.807027	-1.000000
